titulo,texto
Calendário JPB retorna ao Alto da Boa Vista em Bayeux-2693549.wav,calendário equip buracão chuva último dia problema dia sol se última visita calendário chuva resultado claro buraco cerquinha pelo morador pessoa se se tudo pouco rua vai-s embora claro local área risco comigo coordenador local família casa que risco certo fomo pessoa abrigo que sargento casa esquina mundo ele casa ele risco buraco proposta família abrigo você família moradia eu espaço você eu perigo que grand eu né eu espaço mim problema eu lado eu eu jeito passagem eu lado eu ele portão eu passo ela ela eu passo ele frent eu lado eu passagem aluguel social valor suficient perigoso eu casa rua perfeita bom atento se part casa pelo buraco família você casa hora pedido indenização prefeitura verdad rua você maneira humano né nó procuramo secretaria infraestrutura último compromisso gent que área eu medida paliativa emergenci buraco época se gent secretária ela exoneração cargo fim mê maio motivo pessoai quem secretário
"Calendário JPB no antigo DEDE, em João Pessoa-2430863.wav",lugar atividad física esport isso morador capit ele calendário recuperação lugar que detalh história ano ano investimento lugar que referência esport impossível antigo turma terceira idad aula dança improviso turma calendário providência autoridad unidad você gent secretaria esport reforma andamento pared ele que maio ano estação custo reforma ginásio semana ordem r$ final licitação nó incident projeto que faixa governador ação que dedo ação consistent ampla reforma tão sort assinamo contrato estação reai ampla reforma alto rendimento dia janeiro governador ordem serviço reforma ampliação gent trabalho part estrutura que problema que acordo projeto campo novo nova arquibancada reforma volta menina grupo dança né tempo se aula forma sala condiçõ dia que gent obra gent sala medo irregular gent sala pedaço alguém isso isso segunda vida gent important saúd tenho fé obra gent passo obra superintendent ela pronta ano
Calendário JPB volta ao bairro de Tambaí-4586103.wav,calendário calendário luta pela construção ginásio bairro tambaí tanto obra quem ela soldado maior carinho hora bom paciência persistência limit terceira visita gent vez abandono ginásio dinheiro que explicação ginásio pronto secretário infraestrutura present que aliado luta secretário senhor escritório que serviço senhor escritório providência novidad escritório ele pessoa intercâmbio né eu contato escritório momento resposta novidad liberação recurso algo que gent que que documento coisa difícil lento obra governo feder caso né obra ele irregularidad pendência ele silêncio total que vamo essa atenção jeito briga quadra terreno particular erro que colocamo feliz nó nada que recurso recurso prestação conta final você ato ferrugem abandono certeza negócio né criança que espaço
Caléndário JPB volta até o bairro de Santa Rosa para cobrar limpeza de canteiro-4556045.wav,calendário bairro maior prazer última vez nó morador lixo exemplo nó pela prefeitura limpeza local reportagem que situação bairro volta caso gent vez canteiro part verdadeiro lixão gent lixo tanta entulho que fogo corpo bombeiro chama tamanha dificuldad pessoa fogo que que prefeitura limpeza calendário lixo gent tudo morador bairro vizinha equip situação gravação reportagem morador lixo local certo prefeitura lixo desculpa que lugar você morass frent eu lixo na porta verdad causa atitud todo você dia secretaria serviço urbano colocação meio-fio eu serviço prontinho meio extensão pronto gent máquina prefeitura aterro terreno restant lixo pela secretaria serviço urbano que serviço eu que calendário irmão quem gent morador ele gent se situação bom que lixo charl prefeitura part ela gent serviço prefeitura pedido limpeza canto inteiro limpeza lixo eu frent problema que pessoal cima conscientização
Calendário JPB volta ao Bairro dos Novais-4184112.wav,você pela bairro bom cima cuidado telha problema quadra esport no dia vento fort telha perigo aluno calendário reforma quadra mê situação telha chão ela part teto quadra ela vento que sort ninguém mê se calendário volta liga única que fiação lado rua que fiação elétrica telha vez vento ela pedaço pé que telha acident caso rede elétrica ess fio eletricidad alguém ela alguém gent risco que que que que que que preciso casa autoridad isso pai que eu direito você gent você autorização mê que se alguém secretaria educação contato escola então nó tivemo resposta secretaria educação nó pedido número processo processo que tramitação gent quadra que escola momento medida emergenci telhado profissionai segurança quem espaço teto forma segurança quem hora aluno pedestr rua secretário presta atenção que novo escola você class pobr senhor
Calendário JPB volta à ponte que liga Bayeux a Santa Rita-3032649.wav,gent calendário pont que bye gent problema ligação cidad que situação ele solução definitiva problema pont concreto que passagem veículo equip calendário cena morador pela pont vitória calendário antigament pont criança que travessia cidad gestação tranquila comunidad que solução definitiva problema pont concreto ond expectativa secretário planejamento projeto pont concreto pronto secretário subsecretário que ele ele proposta gent gent poder posição projeto que ele ele projeto escuro prefeito iluminação obrigação que você ele você pai hora que gent hora besteira número telefon secretário 9:10 telefon você barco né carinho resposta né gent se casa ele quê que você gent próxima data fevereiro aula escolinha gent ele projeto ele prazo projeto fevereiro projeto no trinqu fevereiro que seguro aula r$ possível despesa projeto nó órgão público governo estadu feder gent projeto prefeito ele projeto secretário que titular secretaria planejamento adjunto projeto apresentar projeto pont nó ele doent prefeitura novo prazo projeto dia fevereiro calendário nó representant povo prefeito força gent cidad esclarecimento
O Calendário JPB dessa terça-feira volta ao bairro Parque do Sol em João Pessoa-4967550.wav,posto saúd que condiçõ comunidad obra terreno nada ele resposta prefeitura situação calendário problema tempo obra placa última visita resposta prefeitura situação gent volta representant representant secretaria saúd que se eu gent primeira pergunta eu obra tempo nó tivemo dificuldad distrato contrato conta empresa verdad empresa serviço nó fato novo processo licitatório obra curto prazo explicação que ele pessoa nova licitação empresa ele isso oportunidad ele gent qual data que obra vez desculpa calendário história passo passo que construção unidad saúd dia noit problema forma rápido vida comunidad gostaria gent garantia problema certeza eu prioridad gestão nó fase final readequação projeto prazo nó questão obra eu comprometo disposição comunidad comunidad comunidad processo trâmite licitação melhor calendário pont comunidad poder público eu presença representant eu lhe garantia que calendário história final tempo que gent comunidad bom momento calendário esperança se político bairro recadinho ele hora voto você
Calendário JPB volta ao bairro Santa Cruz para resolver problema dos moradores em CG-4197833.wav,problema bairro problema equip equip calendário gent se calendário mai vez problema bairro bairro pessoal falta ônibu situação fácil vez problema se escola trabalho médico compra quem transport coletivo importância parada casa nó bairro linha ônibu que bairro então ponto alternativa forma né na rua distant né bandidagem aproveita festa indivíduo moto revólver apelo início mê pelo morador que reativação antiga ônibu bairro sttp estudo rota que linha pretensão rua terceira rua nó curva gent acesso rua rua partir momento pavimentação causa rua rua nó teremo bairro bairro você setor integração rota ela proposta acesso morador coletivo proposta essa part final julho part pavimentação paralelepípedo condiçõ ano pavimentação se ônibu part profunda bairro quem atendimento comunidad necessidad part comunidad conta linha ônibu acesso número que gent ajuda gent se ônibu ele terceira rua grand ajuda linha comunidad tempo gent máximo final julho promessa bairro página
Calendário JPB volta ao Mercado do Geisel-5096085.wav,mercado gá dia dia venda rotina client calendário história gent princip que eu que data situação mercado gá calendário comunidad reforma banheiro público lixo região limpeza setor part esgotamento sanitário coisa longo da coisa principai pavimentação que décima visita calendário mercado gá meno início obra piso dia calendário isso pronto você piso alimento máquina justificação usina piso que gent o que exatament pessoal que rua que forcinha eu morador gá eu gá nó coisa ridícula meio centro gá obra seinfra hora quem doida tipo obra construção ele maquinário piso grosso pedra argamassa usina enquanto ela condiçõ se primeira oportunidad que pessoal isso eu ele que usina ele rápido ela obra pela cidad que ela produção que programação gá gá que promessa esperança representant poder público andamento prazo que gent usina pessoal dia junho dia volta calendário mercado gá gent meno boa melhora situação mercado eu que que ele lixo que horrível periquito mundo lixo que prefeitura ótimo banheiro
"Calendário JPB volta a creche no bairro das Cidades, em Campina Grande-2745150.wav",gent mê junho drama criança cidad que aula crech rede nó local boa notícia comunidad você cidad reforma então criança poder mãe ela ajudinha calendário primeira vez nó mê junho detalh bomba caixa conserto pintura carteira mobília prefeitura prazo mê julho nó nova data que dia agosto última segunda-feira nó dia problema terceira última vez pronto decoração lugar no quarto refeitório mobília parquinho hora verdad eu aluno crech que calendário batalha gent lado educação eu ela secretária última vez gent detalh eu pintura mobiliário problema eu mãe retorno aula eu posição sentido o obra ampliação sala crech crech modo fruto esforço que professora coordenadora educação infantil diretora isso imenso esforço que obra serviço urbano nó matrícula aberta calendário trabalho zelo carinho responsabilidad nó família aluno próxima terça-feira cresc inteiro berçário compra funcionamento cidad que aula próxima terça-feira ela ano ano aula poder ela gostaria você interlocutória ela semana retorno aula pé coisa diria semana ess processo nó
Calendário JPB leva moradores à sede da Cagepa para negociar solução de abastecimento-3838492.wav,calendário problema falta abastecimento água conjunto serrotão comunidad solução gent calendário invé problema comunidad gent solução isso eu sede bairro gerent region comissão morador serrotão sugestão solução problema que gent isso gent ele reunião busca solução que isso ele isso isso mundo nó sala direção diretor region que projeto extensão rede condomínio rural serrotão conta problema solução paliativa obra saia papel que nó
Buraco no meio da rua compromete mobilidade dos moradores de Cabedelo-6304497.wav,hora calendário dore equip buraco meio rua prefeitura se problema nova missão meio rua galeria pluvial isso que placa concreto dia caminhão placa peso senhor buraco rua isso pena gent tábua pessoal casa tamanho buraco que rua motoqueiro carro meia-noit criança que coisa metal vizinho eu peixinho você frent buraco que casa noit mau cheiro barata mosquito prefeito esposo eu veze nada eu eu contato problema que eu você gent problema moradora vizinha gent veze barata tudo no pé gent catinga mau cheiro quentura que gent gent gent contato pessoal prefeitura problema ele gent história final você que frent buraco calendário gent início mê que prefeitura situação materi placa concreto simpl prefeitura important né diferença vida pessoa bora dia dezembro início próximo mê início semana gent tu sossego olha quantidad gent que se problema fort você trabalho resolvido
"Calendário JPB vai encontrar moradores de Água Fria, em João Pessoa-3925263.wav",abril calendário que visita luta ele acredito calçamento pela metad calendário restant obra primeira resposta animadora prefeito eu dinheiro canal forma você projeto rua que eu eu rua felicidad rua meio chuva início agosto estudinho que gent demora eu previsão minha sou eu r$ prefeito campanha vez partir outubro tempo calçamento ninguém resposta comunidad total calendário comunidad veze última novembro ano recado sinfra o que resposta que nó tivemo previsão casamento trist dia notícia boa princip bairro obra esgotamento sanitário rua calçamento que bom última resposta seinfra previsão obra dia resposta eu senhor que que resposta positiva semana eu pessoal info pessoal telefon jovem que sexta-feira ela que ela senhora que que frent nó quarta quinta-feira nó resposta nó ele crech ele prefeito prefeito crech bom família que crech pronta limpeza ninho
"O Calendário JPB dessa quinta volta até Mangabeira, em João Pessoa, e dá boas notícias-5440136.wav",coisa boa acabadinha calendário aula sala estrutura prédio reforma última visita eleiçõ situação pouquinho reforma nada calendário novo novidad boa barulho obra música reforma escola que placa informação recurso milhão reai escola gent transformação diretor escola nova certeza reparo coisa coisa que verdadeira reforma alto calendário junho nó situação necessidad reforma vir eu fato reforma extinção secretaria educação reforma dia outubro grand início reforma promessa professora ele boa vontad grand dificuldad reforma certeza qualidad ensino infraestrutura escola satisfeito nó nó escola conselho escola eu part escola feliz vibrando educação pública estado que importância reforma escola eu passarela nova ond né acesso sala aula sala aula piso tudo novo né piso cerâmica que janela porta escola sala secretaria diretoria tudo batizado laboratório informática pro vistoria no computador todo obsoleto reforma aluno segunda-feira dia contato diretora lado ela no espaço
"Calendário JPB vai a Sousa, no Alto Sertão da Paraíba-2845146.wav",calendário cidad estado problema mobilidad urbana que pai professor estudant frent escola 6f grand movimentação veículo pedestr sinalização escola segef bairro doutor aluno instituição filantrópica boa part família que condiçõ escola particular dificuldad relação condiçõ financeira problema trânsito frent escola eu medo rua pessoa pela rua moto carro espaço pequeno ninguém gent trânsito local confuso condutor pedestr espaço rua horário que pessoa casa trabalho escola funcionário pai aluno mãe garoto equip hospit cirurgia perna que ele ônibu escolar trânsito enorm pequeno na rua trânsito que rua moto vinha pessoa escola ele ele rua perna ele ele ferro pé eu hospit que instituição projeto educação inclusiva deficiência física mental veze órgão trânsito reforma sinalização presença agent trânsito no horário pico nó gestão nó ofício nó dia junho nó ofício no pelo pico oportunidad gent tranquilo eu educação segurança chefe trânsito transport atendimento pedido escola falta efetivo demanda afetivo vista colega que natureza prefeito abertura concurso público aquisição
Calendário JPB volta ao Jardim Cidade Universitária em João Pessoa-2524554.wav,março ano calendário história morador mau cheiro local terrível situação morador ligaçõ clandestina esgoto seguida companhia trabalho esgotamento sanitário bairro data calendário setembro ano equip calendário vez calendário comunidad prazo imagem problema que pequeno gent tempo gent edição extraordinária calendário isso perto calendário volta eu se acaso insatisfeito situação que olhada leit situação no último situação terrível cheiro insuportável gent casa fé part saneamento básico ligação pessoa
Calendário JPB vai ao bairro de Camalaú na luta por uma nova fossa para escola em Cabedelo-5525877.wav,calendário área gent féria calendário féria gent escola bairro camalaú nova força situação velha carimbo gent feliz obra nova fossa andamento féria calendário compromisso obra fossa nó foto antiga mim buraco cheio cama lixo entulho nova fossa equip escola outra que se problema trabalho mê obra bom part sério ele você volta calendário dia última volta ela dia dia dia semana dia ele semana semana máximo obra dia dia dezembro eu escola obra gent motivo obra você que obra pausa né gent que repent equipamento que preciso eu sogra simpl né mestr obra comigo vez ele que terreno né água ele trabalho repent nova força problema que antiga que mor certeza que trabalho que frent problema novo sossego meno surpresa boa pausa gent gent trabalho data eu quem casa né que casa gent história data que gent francioso senhora você festa gent ano que
Calendário JPB volta ao bairro do Cristo-2958257.wav,calendário luta morador cromácio primeiro esgoto que resolvido problema maior calçamento que volta promessa obra coisa dia caso calendário gent bairro situação pior ponto que problema comunidad calçamento última vez época promessa secretário infraestrutura capit que cara volta nada problemão água lixo entulho casa no calendário resposta alguém marcação notícia você nada gent batalha luta verba tudo coisa tamanho ano gent gent gent secretário ele prazo ninguém obra problema que grave falta calçamento situação pessoa que meio lixo tudo ele gent se povo carro mãe caminhão veze lixo eu secretário subsecretário infraestrutura que gent que resposta gent tudo isso bom dia senhor primeiro-secretário justificativa orçamento problema contrato contrato obra remanejamento novo estudo obra remanejamento remanejamento pronto semana ele gabinet secretário eu trâmite publicação trampo interno acredito gent início obra drenagem lançamento
Calendário JPB nos Bancários-3270642.wav,calendário bairro ótima notícia associação amigo excepcionai confira criança que paz calendário quantidad lixo entulho que terreno baldio materi olha beleza rápido você surpresa surpresa pessoal desempenho rapidez apelo jovem lixo no terreno baldio important apelo terreno limpinha gent conta ele lixo entulho poda árvore tipo problema que pessoa educação ele filho que instituição que reabilitação criança deficiência que escola estadu lado local important bairro circulação criança adolescent frequent espaço atenção autoridad senhora trabalho sala aula art criança cartaz placa terreno gent quem praça placa gent placa pessoal pai trabalhamo reciclagem pasta banana ela feliz gent porta ele pedido important calendário luta conta lixo ele calendário conta lixo entulho que gent local necessidad grand acessibilidad isso rua pai sequer acessibilidad zero dia que tivemo pela vez compromisso contato prefeitura situação notícia boa técnico local levantamento topográfico área rua lista pavimentação compromisso bom que você isso autoridad compromisso que compromisso luta motivo grand esperança
Calendário JPB dessa segunda-feira volta ao Planalto da Boa Esperança-5027487.wav,quero calendário que viu gent ele causa escuridão local tudo favorável última reportagem secretaria infraestrutura município iluminação pública ele abaixo-assinado calendário grand surpresa prefeitura que construtora que serviço reportagem solicitação conta própria né iniciativa própria luz no luz nó trecho pequeno trecho grand trecho noit escuridão grand foto gent breu iluminação condomínio lado iniciativa privada eu isso correto né morador funcionário taxa que ele benefício condomínio quem part cima bom você benefício que funcionário condomínio todo que você se seguro seguro isso frent engenheiro responsável gravação conosco ele lâmpada post iluminação condomínio lead consumo energia baixo total condomínio taxa benefício comunidad pessoa área isso cima então gent colega que vez ela colega ela ela se mato luz tudo nada estouro
Calendário JPB volta à Escola Estadual Monsenhor Pedro Anísio-3235140.wav,problema bairro aquel que persistência cidadão ginásio colégio que obra calendário história você ideia eu pela vez sala aula ela pronta situação ginásio mai vez calendário cara única mudança que eu percebo que local depósito carteira velha quanta ginásio isso depósito certeza carteira velha cheio nada gent ano letivo ano letivo situação génese nó dia aula isso pátio educação física água que pai cheio água mano você aula educação física risco se eu calendário novo calendário que velho promessa velha demai eu gent resposta definitiva gent resposta veze órgão responsável obra empresa que licitação que fato obra gent veze superintendent firm resposta que erro ele servidor público resposta cidadão caso cara nó secretaria educação que no resposta nó tivemo resposta negócio que reboco piso acabamento princip espera que estudant isso jovem dificuldad escola gent tudo fiscal isso carn gent
"Moradores de Mandacaru, em João Pessoa, pedem a melhoria de uma ponte-4451946.wav",dia calendário bairro melhoria pont carimbo resolvido jacaré calendário ess compromisso estamo volta pont que ligação que travessia risco comida jacaré senhora lado né mê alguém prefeitura pont meno situação eu pessoal ninguém pont trava sei ponto cima rio acident né quem área bairro morador humild falta infraestrutura que ele problema pont ele isso dia todo bairro criança crech colégio pont que se reino cima base concreto estrutura metal cima estrutura metal pedaço madeira travessia que madeira se tempo acident eu trê gent menino que eu primeira reportagem ele filho se jacaré vida que que ideal que alguém prefeitura construíss que ponta que bairro comunidad hildon comunidad que estrutura chapa metálica que canto outro corrimão se travessia eu isso bom né ótimo ótima grand dinheiro investimento grand grand isso nó buscamo prefeitura né gent problema autoridad veze ele que que semana eu contato secretaria infraestrutura e-mail eu seguint resposta obra pont licitação ele dona
Confira o Calendário JPB dessa quinta-feira-4651966.wav,você calendário eu te pergunta você lugar passarinho ninho agradável que você diretor imagem isso gent tempão isso equipamento ginástica hora mundo gosta bairro ginástica calendário bairro vez obra reforma completo ginástica que setembro secretário esport present dezembro ginástica nada nada ess prazo primeiro semestr vez gent gent espaço vazio decepção luta pena eita que difícil reforma pura verdad fácil reforma no ginástica que que senhora ele alívio missão pena recado maior que carn persistência exemplo cidadania gent resultado feliz eu aproveito neta gent exercício senhora forma senhora braço fort verdad que músculo né cintura fina gent que casa né você tempo gestão
Calendário em Campina Grande-3024716.wav,calendário bairro situação rua bairro aquela que próxima principai part part obra função gent quarteirõ calçamento mostramo na vez calendário local trecho pessoa rua verdad ela curva casamento sofrimento família trecho que bairro quem ano ano que situação poeira né buraco na rua promessa transtorno prejuízo prejuízo que o buraco subida rampa carro ruim carro mê mola isso tudo prejuízo dificuldad se rua dificuldad locomoção maior cuidado bota comportamento né segurança horrível prefeitura calçamento obra drenagem rua na proximidad prazo curso ordem r$ secretário obra agra local justificativa data dia dezembro que gent calendário gent resposta calendário se conversa secretário que você eu você prazo prefeitura recurso que motivo primeiro gent captação pavimentação drenagem esgotamento área 30 liberação contratação quê problema ela desinstalação contratação solução paralela que execução recurso próprio conseguimo projeto drenagem suficient gent calção
"Calendário JPB dessa sexta-feira volta com boas noticias ao bairro de Tambay, em Bayeux-4876743.wav",calendário volta tambaí volta obra ginásio que tempão novidad boa buraco eu vez água risco mosquito aed eu olha só cimento fresquinho turma todinha obra ansiosa lugar educação física lugar lazer eu isso pessoa surpresa eu acho sexta-feira ninguém ele hora meno coisa andamento obra eu comunidad informação que gent limpeza área externa ginásio logo pessoal prefeitura sofá secretário mundo ansioso chegada vez gent diferença ginásio né área que ginásio pessoal obra conformidad part metal que cima gent programa ele recurso obra que você obra nível que nó mandamo relatório ele pendência part obra vez duraria tempo ele ele próxima semana movimento se tempo você serviço eu máximo você informaçõ foto relatório prestaçõ negócio velocidad que comunidad desejaria gent andamento tempo você calendário que ele gent comunidad pessoal gent tudo pessoal part ele resposta eu secretário dia terça-feira calendário eu
O Calendário JPB dessa sexta-feira volta a cidade de Bayeux-4827945.wav,calendário situação morador bairro notícia boa calendário vez problema problema autoridad prefeitura se rua conta problema calendário história prefeitura conserto problema solução solução eu cima tubulação que problema gent cimento novinho galeria que deságua ela gol buraco mau cheiro proliferação rato que rua gent horrível o que pessoal prefeitura serviço você ele rapidinho carimbo problema que que problema gent feliz satisfeito pela comunidad final conta problema você calendário bairro problema e-mail que que comunidad favor número telefon contato que important foto vídeo problema tudo você e-mail problema liga gent telefon produção gent isso fila calendário certeza
Calendário JPB retorna ao bairro Pedro Gondim-2612053.wav,calendário bairro reforma julho ano setembro solução retomada obra comunidad calendário problema que secretário infraestrutura ele calendário obra 3 junho data calendário dia que bairro nó obra praça ela mê setembro ano gent trabalhador trabalhador construtora responsável obra ponto gent materi função trabalho praça gent secretário compromisso gent secretário gent trabalho ess tipo obra que eu secretário desculpa população se obra simpl execução população eu desculpa população prazer comunidad esta compromisso você que hora lenta reportagem materi trabalho praça materi que trabalhador ele início obra se pessoal dia nó colocamo materi recolhemo materi instabilidad segurança que nó local confronto praça construtora nó medida dia materi trabalho trazer volta dia manhã ele serviço viabiliza serviço que tempo serviço lento gent problema serviço rápido senhor pessoal nó observação vizinhança né pouquinho andamento serviço ess compromisso secretaria infraestrutura o dia calendário carimbo coisa né você pertinho firm fort você serviço
Cobrança no calendário-6603652.wav,cobrança calendário promessa bairro gent novembro reportagem problema lado eu te lama promessa semana tudo nó bairro problema bairro asfalto certo prefeitura trecho estrada dia que coisa falta sinalização falta iluminação buraco asfalto obra cheia buraco pior estrada terra né pouquinho situação bairro nó novembro poeira barro estrada pedestr motociclista motorista mundo insatisfeito chove horrível buraco maleta acident trânsito função gent noit você buraco que bravo prefeitura obra bairro verba r$ 700000 que governo feder dia obra ocasião secretário obra seguint gent problema projeto sistema drenagem gent alteração situação buraco guia pela chuva part estrada explicaçõ ele no feedback população que verba gent segunda fase obra obra perdõ vez secretário prefeitura part ela empresa responsável que ele gent contato período que empresa prazo ele se tempo empresa obra inicia reprogramação empresa vencedora licitação ela que contrato final isso novo prazo que população momento que empresa obra obra bairro notebook eu resposta empresa se obra recurso ele obra trecho isso da condiçõ tempo isso chuva segunda empresa ordem serviço queria prefeitura
Moradores de Cabedelo cobram pavimentação após obra da Cagepa-2466536.wav,maior problema morador bairro camalaú esquecimento autoridad calçamento chuva vento que isso quem maio ano nó situação jeito falta cobrança morador eu você primeiro isso ele eu casa ele ele buraco ele problema porta casa gent carro ele frent casa que verdad gent ele isso orçamento símbolo companhia água esgoto valor pelo serviço serviço trabalho calçamento tudo prefeitura que documento certo professor providência tanto tudo gent dia novembro ofício prefeitura prefeitura providência rua prefeitura problema morador bairro camalaú retrato descaso rua ela trabalho gent pedra calçamento gent resposta data problema compromisso calendário volta novidad gent que primeiro eu data que gent pela vez calendário mão gent pela vez dia isso partir eu busca busca solução problema morador rua veze e-mail que tudo isso assessor imprensa contato escritório companhia porqu situação existia eu
Calendário JPB volta ao Bairro Universitário-4005197.wav,calendário bairro reportagem última visita calendário bairro serviço coleta lixo que pelo morador prática volta nada pont mato nada obra local isso post lâmpada mundo isso iluminação mato sujeira canal tudo que nada limpeza rua gent esperança última que bairro pessoal esperançoso isso obra canal jeito você gent tempo única obra pela metad metad gent esperança pelo meno ele canal gent coisa trânsito cidad centro passagem seguint calendário secretário comunidad resposta comigo gabinet secretário que que obra canal secretário prazo pont pronta aquela que lado canal outro dia que obra que trilhão estrutura metálica passagem lado canal obra grand obra part conjunto obra expansão que obra mobilidad urbana região que que você expansão você se canal você desapropriaçõ pessoa você ele gent casa casa distância que gent construção nova casa sexta-feira edit pont grand ponto carro ônibu se asfaltamento isso pont estrutura metálica gent construção casa casa
"Calendário JPB volta a praça na Torre, mas continua sem respostas-3843320.wav",reforma detalh ginástica ele eu tempo nada equipamento pessoal calendário que situação dia dia fevereiro visita última praça calendário volta nó promessa vez calendário lado parafuso equipamento ginástica secretário tudo que ele gent gent café manhã ele você dia ele dia dia ele casa nada nada barriga ele gent coisa que gent ele gent cara bobo gestão ela calendário gent busca autoridad que gent que ele eu pela assessoria imprensa assessor imprensa secretaria esport secretário que quem último compromisso ele present compromisso gent compromisso dia mê antecedência mê eu secretário ele explicação se chefe gabinet justificativa eu chefe gabinet ele certo gent presença chefe gabinet promessa dia dezembro tô secretário você pessoa secretaria que comigo
Estradas de Matinhas na PB-3012490.wav,buraco lama dia chuva situação estrada que acesso terra que da important laranja escoamento produção estrada estrutura prazo obra terra laranja maior município produtor cultura tonelada tonelada tangerina mê part renda agricultor produção preciso estrada ess sonho antigo produtor morador município claro cobrança calendário que quinta vez volta obra pavimentação pb-097 estrada ponto cidad que isso obra se placa pela ação tempo setembro pela última vez coisa estrada assalto entrada cidad sinalização horizont estrada que bom calendário gent contato diretoria obra que cronograma ele burocracia processo indenização terra liberação rocha dia tudo isso pronto gent quem tempo falta sonho virar realidad relação que gent gent meno caso multa que buraqueira gent melhor replantio polícia cobrança calendário gent isso eu dia conclusão estrada compromisso que ele
"Retrospectiva 2012 no Calendário JPB - solução para problema de estudantes, em Mangabeira-2321992.wav",olhadinha retrospectiva calendário carimbo verd bota escola gent bombada bom carro pista gent calendário comunidad que nó problema seríssimo trânsito aqui manda ofício luz sucesso encontro escola família se branco quarto calendário no competência semob precisão melhor né lombada
Calendário JPB volta a Santa Rita-3032672.wav,dia calendário popular pela construção dia capítulo luta bairro popular calendário dia prefeitura cidad projeto local calendário expectativa diga secretário notícia secretário medida enquanto banheiro pessoa nome sério projeto eu palavra gent gent gent espaço pequeno que mudança qualidad vida morador enorm né data dezembro promessa secretário que última vez dia projeto meno projeto andamento calendário carimbo gent marca próxima data gent fevereiro gent projeto gent obra gent mão mão né gent quarta terça-feira notícia gent retorno prefeitura calendário você comunidad gent frent né assessoria comunicação prefeitura secretário infraestrutura gent adjunto diretor pessoa que projeto ele início obra ação dia fevereiro gent popular conferência vez
Calendário JPB vai ao Distrito Mecânico de João Pessoa-4548631.wav,chão porta trabalho isso distrito criador mosquito dengu resultado obra pessoal que calendário equip manilha enfeit meno criança banquinho comunidad manilha sistema escoamento água chuva ela buraco grand problema local que oficina sucata eu que problema buraco frent local trabalho tempo situação ano nó drenagem melhoria na rua ano prefeitura remoção vala manilha problema que aí fevereiro entrada galpão carro nó gent carro prova que serviço tempo mato que quantidad mato que que meio mato lado entulho meio intransitável morador que quando cota final final ano verdad buraco final gent senhor verdad centena pai família que você frent restaurant restaurant situação mau cheiro eu água água água suja gráfica convidado eu mato gent vala água ela gent mosquito pequenininho que água suja que mau cheiro fort letra
Calendário JPB retorna ao bairro Pedro Gondim-2889947.wav,calendário que capit vez data cobrança autoridad motivo especi gent calendário especi festa aniversário nó dia outubro bairro que coisa pela comunidad ano vida que você abraço ano vida feliz aniversário pessoal ótimo segura present certo figurino certo senhor que artista senhor que present eu você porta-retrato calendário calendário porta-retrato foto bonita família foto prazer eu present bom gent eu ansiosa calendário nó quantidad gent coração isso coração eu certeza maior present certeza amizad aniversário marido pela comunidad final semana isso noit criança isso nó discussão noit adulto criança satisfação eu você felicidad ano vida diferent presença família completa comunidad calendário lendário família família obrigação obrigação ele isso gent nó isso maior felicidad que gent algo alguém
"Calendário JPB retorna ao Pedro Gondin, em João Pessoa-2829884.wav",calendário gent reforma praça que setembro data pelo morador aniversário bairro data ele calendário pronta gent eu gent praça que que você que que trabalho ninguém que problema problema torneira bolsa caminhão que água praça que polimento quadra falta cesta basquet cesta lixo praça cesta lixo você relação iten que na praça academia lixo isso vídeo que praça limpa ele que asterisco o que trajeto gent part física praça concreto ela gent pressa pronta sujeira que quadra polimento part física part responsabilidad construtora que que nó lavagem limpeza praça que verdad responsabilidad nó no obrigação obra limpa part polimento quadra necessidad que gent lavagem ela ela gent lavagem isso quê acabamento exemplo part gangorra risco criança dedo se filhinho você filho filho mão ele nada isso perfeito isso certo dedinho criança eu polimento população tranquilo eu comprometo pessoal volta polimento responsabilidad seinfra se obra gent secretário lâmpada vídeo ginástica finalização que responsabilidad sedurb secretário-adjunto secretaria desenvolvimento urbano
Calendário JPB vai ao conjunto Funcionários I-2667763.wav,funcionário mê lâmpada part rua pela limpeza local ele calendário equip situação isso rua funcionário pela imagem que local infraestrutura que exemplo caminho casa infraestrutura que iluminação gent dia tranquilo local noit problema post queimada mai meno eu dia primeiro mê junho eu descida casa eu percurso situação lixo mato que gent caminho frent entulho resto madeira resto sofá gent colchão velho paraíso escorpião barata cobra rato casa casa espéci mosquito muriçoca rap tudo barato mãe idosa vizinho que eu gent você trilha gent horrível calçamento rua preço trecho ponto alto escadaria calçamento meno dignidad ele mato lixo iluminação gent calendário problema última esperança ele providência prazo problema eu você empresa energia elétrica mê mê útei que prazo que gent ele útei problema prazo que gent que trabalho limpeza área útei dia julho terça-feira calendário gent
"Calendário JPB cobra e encontra limpeza na rua Manaus, no bairro Três Irmãs, em CG-4575785.wav",calendário bairro serviço urbano promessa limpeza local situação rua nó mostramo semana lixo mato rua pela imagen última vez calendário local diferença mato limpeza lixo meio rua serviço terraplanagem colocação pixarro pelo morador pela serviço urbano ação rua vizinha bairro rua que locai pessoa lixo trabalho problema lixo né você questão chuva verdad gent isso intuito precaução chuva que água curso normal problema esgoto aberto pela prefeitura solução definitiva problema construção calçamento que acordo obra da liberação verba governo feder dezembro novo prazo resposta
